"PERMIT NUMBER","OWNER NAME","OPERATING NAME","STREET","CITY","STATE","ZIP","ZIP4","COUNTY"
"WA-W-15257","ABACUS WINE, LLC","ABACUS WINE","812 W WASHINGTON","PASCO","WA",99301,0,"FRANKLIN"
"WA-W-15258","M & H WINE COMPANY, LLC","M & H WINE COMPANY","500 S BONAIR RD","ZILLAH","WA",98953,9245,"YAKIMA"
"WA-W-15259","TURTLE ROCK CELLARS INC","Turtle Rock Cellars","7980 STATE HIGHWAY 97A","WENATCHEE","WA",98801,9084,"CHELAN"
"WA-W-15260","GUS WHITE","WHITE CELLARS","1307 240TH WAY SE","SAMMAMISH","WA",98075,8155,"KING"
"WA-W-15261","HARLEQUIN LLC","HARLEQUIN WINE CELLARS","19264 208TH AVE SE","RENTON","WA",98058,206,"KING"
"WA-W-15262","MPM VINTNERS, LLC"," ","1102 DELL AVE","WALLA WALLA","WA",99362,336,"WALLA WALLA"
"WA-W-15263","THREE BROTHERS VINEYARD & WINERY, LLC"," ","802 NW 297TH CIR","RIDGEFIELD","WA",98642,8727,"CLARK"
"WA-W-15264","ALGER WINERY, INC","ALGER WINERY","3254 JERNS RD","SEDRO WOOLLEY","WA",98284,8802,"SKAGIT"
"WA-W-15265","SWEET VALLEY WINES, L. L. C.","SWEET VALLEY WINES","1007 W ROSE ST","WALLA WALLA","WA",99362,1767,"WALLA WALLA"
"WA-W-15267","SLEIGHT OF HAND CELLARS, LLC","SLEIGHT OF HAND CELLARS","1959 JB GEORGE RD","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15268","COUGAR HILLS, LLC","COUGAR CREST ESTATE WINERY","50 FRENCHTOWN RD","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15269","TERTULIA CELLARS, LLC"," ","1564 WHITELEY RD","WALLA WALLA","WA",99362,7120,"WALLA WALLA"
"WA-W-15270","LAWRENCE CELLARS, LLC","LAWRENCE CELLARS","1102 DELL AVE","WALLA WALLA","WA",99362,0,"Walla Walla"
"WA-W-15271","NAKED WINES, LLC","NAKED WINERY","8866 HIGHWAY 14","WISHRAM","WA",98673,0,"KLICKITAT"
"WA-W-15272","MIDDLETON FAMILY WINES LLC","MIDDLETON FAMILY WINES","1102 DELL AVE","WALLA WALLA","WA",99362,1053,"WALLA WALLA"
"WA-W-15273","CHELAN CIDER COMPANY, LLC","CHELAN CIDER","410 HIGHWAY 150","CHELAN","WA",98816,8008,"CHELAN"
"WA-W-15274","STOMANI CELLARS AND WINERY LLC","STOMANI CELLARS AND WINERY","1403 DEXTER AVE N","SEATTLE","WA",98109,3534,"KING"
"WA-W-15276","LLAC, LLC"," ","46415 E BADGER RD","BENTON CITY","WA",99320,9589,"BENTON"
"WA-W-15277","BLACK RIVER WINERY, LLC","BLACK RIVER WINERY","6344 123RD AVE SW","OLYMPIA","WA",98512,9249,"THURSTON"
"WA-W-15278","GUARDIAN CELLARS LLC","GUARDIAN CELLARS","19501 144TH AVE NE","WOODINVILLE","WA",98072,6463,"KING"
"WA-W-15279","FELICITY WINES, LLC","FELICITY WINES","120 MCRAE RD NW","ARLINGTON","WA",98223,9628,"SNOHOMISH"
"WA-W-15280","GRACE CELLARS LLC"," ","1913 145TH ST SW","LYNNWOOD","WA",98087,5924,"SNOHOMISH"
"WA-W-15281","POMUM CELLARS LLC","POMUM CELLARS","18654 142ND AVENUE NE","WOODINVILLE","WA",98072,0,"KING"
"WA-W-15283","EAGLEMOUNT WINE AND CIDER LLC","EAGLEMOUNT WINE AND CIDER","2350 EAGLEMOUNT RD","PORT TOWNSEND","WA",98368,9326,"JEFFERSON"
"WA-W-15284","BELLA TERRAZZA VINEYARDS, LLC","BELLA TERRAZZA VINEYARDS","1260 LOWER SUNNYSLOPE RD","WENATCHEE","WA",98801,9611,"CHELAN"
"WA-W-15285","PARADISOS DEL SOL WINERY, INC","PARADISOS DEL SOL WINERY","3230 HIGHLAND DR","ZILLAH","WA",98953,9382,"YAKIMA"
"WA-W-15286","MERCER WINE ESTATES, LLC","MERCER WINE ESTATES","3100 LEE RD","PROSSER","WA",99350,6572,"BENTON"
"WA-W-15288","JAMES M. MADISON","BARREL SPRINGS WINERY","46601 N GAP RD","PROSSER","WA",99350,8710,"BENTON"
"WA-W-15289","ALEXANDRIA NICOLE CELLARS L.L.C.","ALEXANDRIA NICOLE CELLARS","19501 144TH AVE NE","WOODINVILLE","WA",98072,0,"KING"
"WA-W-15290","BARRAGE CELLARS LLC","BARRAGE CELLARS","19501 144TH AVE NE","WOODINVILLE","WA",98072,4402,"KING"
"WA-W-15291","PAPINEAU LLC"," ","760 C ST","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15292","TAPENADE, INC","WILRIDGE WINERY","250 EHLER RD","YAKIMA","WA",98908,9491,"YAKIMA"
"WA-W-15293","TROY R. GOODREAU","THRALL & DODGE WINERY","111 DODGE RD","ELLENSBURG","WA",98926,8452,"KITTITAS"
"WA-W-15294","ESTHER BRICQUES WINERY & VINEYARD, LLC"," ","38 SWANSON MILL RD","OROVILLE","WA",98844,9789,"OKANOGAN"
"WA-W-15295","ENGLAR FOOD LABORATORIES, LLC","DRY FALLS WINERY","6828 22ND AVE NE","MOSES LAKE","WA",98837,0,"GRANT"
"WA-W-15297","WINES OF SUBSTANCE, LLC"," ","1825 JB GEORGE RD","WALLA WALLA","WA",99362,7133,"WALLA WALLA"
"WA-W-15298","0'37 CELLARS LLC","37 CELLARS","8210 DEMPSEY RD","LEAVENWORTH","WA",98826,9349,"CHELAN"
"WA-W-15300","KRUG, LLC","WHIDBEY WINE","5881 MAXWELTON RD","LANGLEY","WA",98260,0,"ISLAND"
"WA-W-15301","WA STATE COMMUNITY COLLEGE DIST. #16","YAKIMA VALLEY VINTNERS","114 GRANDRIDGE RD","GRANDVIEW","WA",98930,1552,"YAKIMA"
"WA-W-15302","T L CELLARS, LLC","TL CELLARS","4122 POWER LINE RD","WALLA WALLA","WA",99362,7760,"WALLA WALLA"
"WA-W-15304","ERIC STEVEN LANGDON","CLOQUALLUM VINEYARD","3905 W CLOQUALLUM RD","SHELTON","WA",98584,8772,"MASON"
"WA-W-15306","EMPYREAN, L.L.C.","EMPYREAN WINES","3519 STATE ROAD 150","CHELAN","WA",98816,0,"CHELAN"
"WA-W-15309","HIGHTOWER CELLARS LLC","HIGHTOWER CELLARS","19418 E 583 PR NE","BENTON CITY","WA",99320,0,"BENTON"
"WA-W-15310","SAINT LAURENT ESTATE WINERY LLC"," ","9224 ROAD S NW","QUINCY","WA",98848,8964,"GRANT"
"WA-W-15311","GREG & PAM HARRINGTON WINES, LLC"," ","1825 JB GEORGE RD","WALLA WALLA","WA",99362,7133,"WALLA WALLA"
"WA-W-15313","WESTPORT WINERY, L.L.C."," ","1 S ARBOR RD","ABERDEEN","WA",98520,9519,"GRAYS HARBOR"
"WA-W-15314","OVERBLUFF CELLARS L.L.C.","OVERBLUFF CELLARS","620 S WASHINGTON ST","SPOKANE","WA",99204,2518,"SPOKANE"
"WA-W-15316","LES DEUX CELLARS, LLC","PATIT CREEK CELLARS","325 A ST","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15317","MADSEN FAMILY CELLARS, LLC"," ","2825 MARVIN RD NE","OLYMPIA","WA",98516,3134,"THURSTON"
"WA-W-15318","COWAN VINEYARDS LLC","COWAN VINEYARDS","2880 LEE RD","PROSSER","WA",99350,9506,"BENTON"
"WA-W-15319","DAVID J. ALLEN","D & K FARMS","3 RIEBBE RD","MALOTT","WA",98829,0,"OKANOGAN"
"WA-W-15320","TAKAHASHI WINERY & VINEYARDS LLC","TAKAHASHI WINERY","121 MARYHILL HWY","GOLDENDALE","WA",98620,4605,"KLICKITAT"
"WA-W-15323","RAMSEYER VINEYARDS LLC"," ","2255 GILBERT RD","ZILLAH","WA",98953,9766,"YAKIMA"
"WA-W-15324","CHATEAU ROLLAT WINERY, LLC","CHATEAU ROLLAT","1050 MERLOT DR","WALLA WALLA","WA",99362,1111,"WALLA WALLA"
"WA-W-15325","ROLLING BAY WINERY INC.","ROLLING BAY WINERY","10334 NE BEACH CREST DR","BAINBRIDGE ISLAND","WA",98110,1390,"KITSAP"
"WA-W-15330","WHEAT RIDGE LANE LLC","WHEAT RIDGE LANE","254 WHEAT RIDGE LN","WALLA WALLA","WA",99362,8547,"WALLA WALLA"
"WA-W-15331","ALPENFIRE ORCHARDS LLC"," ","220 POCKET LN","PORT TOWNSEND","WA",98368,8833,"JEFFERSON"
"WA-W-15332","ROSENCRANCE ESTATE LLC","ROSENCRANCE ESTATE","3273 ROZA DR","ZILLAH","WA",98953,9613,"YAKIMA"
"WA-W-15334","KING ESTATE WINERY, LP KING ESTATE WINERY, LLC, GP","NXNW WINERY","8111 KEENE RD","RICHLAND","WA",99354,7202,"BENTON"
"WA-W-15335","EMVY CELLARS, LLC","EMVY CELLARS","16315 E TEMPLE RD","SPOKANE","WA",99217,9233,"SPOKANE"
"WA-W-15337","JAMES VAN CAMP","JVC CELLARS","305 SUMAC DRIVE","MONROE","WA",98272,2413,"SNOHOMISH"
"WA-W-15338","FLYING B VINEYARD, LP; FLYING B VENTURES, LLC G.P.; DREW BLEDSOE, L.P.","FLYING B VINEYARD","2900 E MELROSE ST","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15339","HS LLC","APEX CELLARS","614 W WINE COUNTRY RD","GRANDVIEW","WA",98930,0,"YAKIMA"
"WA-W-15340","MOFFETTS ORGANICS, INC.","WAWAWAI CANYON WINERY","5602 STATE ROUTE 270","PULLMAN","WA",99163,8708,"WHITMAN"
"WA-W-15341","CLUBHOUSE CELLARS, LLC","CLUBHOUSE CELLARS","19495 144TH AVE NE","WOODINVILLE","WA",98072,0,"KING"
"WA-W-15342","JBK FAMILY ESTATES, LLC"," ","35802 N SUNSET RD","BENTON CITY","WA",99320,0,"BENTON"
"WA-W-15343","VIRGINIE BOURGUE, LLC","LULLABY","1102 DELL AVE","WALLA WALLA","WA",99362,1053,"WALLA WALLA"
"WA-W-15344","WASHINGTON VINTNERS, LLC"," ","705 BERNEY DR","WALLA WALLA","WA",99362,8475,"WALLA WALLA"
"WA-W-15345","2110, INC.","DUKES HILL VINEYARD AND WINERY","23105 BASSET RD","SEDRO WOOLLEY","WA",98284,8712,"SKAGIT"
"WA-W-15346","SWEDE HILL CELLARS LLC","SWEDE HILL CELLARS","3436 SWEDE HILL RD","CLINTON","WA",98236,8815,"ISLAND"
"WA-W-15347","TRUMBULL-HART LLC","TULPEN CELLARS","1102 DELL AVE","WALLA WALLA","WA",99362,1053,"WALLA WALLA"
"WA-W-15348","AMERICOLD LOGISTICS, LLC"," ","1115 W ROSE ST","WALLA WALLA","WA",99362,1680,"WALLA WALLA"
"WA-W-15349","COLUMBIA COLSTOR, INC.","COLUMBIA VALLEY WINE WAREHOUSE","614 W WINE COUNTRY RD","GRANDVIEW","WA",98930,1034,"YAKIMA"
"WA-W-15350","MARK WYSLING","PAREJAS CELLARS","114 GRANDRIDGE RD","GRANDVIEW","WA",98930,0,"YAKIMA"
"WA-W-15351","CENTER VALLEY ORCHARDS, LLC","FINNRIVER","62 BARN SWALLOW RD","CHIMACUM","WA",98325,7719,"JEFFERSON"
"WA-W-15353","ROBISON RANCH CELLARS, LLC","ROBISON RANCH CELLARS","2626 ROBISON RANCH RD","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15354","JON C. MARTINEZ","MAISON BLEUE WINERY","357 PORT ST","PROSSER","WA",99350,0,"BENTON"
"WA-W-15355","DOWSETT FAMILY LLC","DOWSETT FAMILY WINERY","315 E CESSNA AVE","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15356","MTDC LLC","HEAVEN'S CAVE CELLARS","2880 LEE RD","PROSSER","WA",99350,0,"BENTON"
"WA-W-15357","VINO PERFETTO, LLC","PLAZA SOCIEVOLE WINERY","250 CORREY LN","YAKIMA","WA",98901,7926,"YAKIMA"
"WA-W-15358","DUSTY CELLARS WINERY, LLC","DUSTY CELLARS WINERY","529 MICHAEL WAY","CAMANO ISLAND","WA",98282,8464,"ISLAND"
"WA-W-15359","FIVE ZERO NINE WNE COMPANY, LLC","509 WINE COMPANY","1300 N NORTHLAKE WAY","SEATTLE","WA",98103,8987,"KING"
"WA-W-15361","MOOSEBARRY ENTERPRISES, LLC","SODO VINO","9848 44TH AVE SW","SEATTLE","WA",98136,2707,"KING"
"WA-W-15362","ELSOM CELLARS, LLC","ELSOM CELLARS","15007 WOODINVILLE REDMOND RD","WOODINVILLE","WA",98072,0,"KING"
"WA-W-15363","FALLING RAIN CELLARS, LLC","FALLNG RAIN CELLARS","1403 DEXTER AVE N","SEATTLE","WA",98109,3534,"KING"
"WA-W-15364","DARRYN TRAVIS ENTERPRISES, LLC","O'SHEA SCARBOROUGH","806/808 INDUSTRY DR","TUKWILA","WA",98188,0,"KING"
"WA-W-15365","WINEGIRL WINES, LLC"," ","222 E WAPATO WAY","MANSON","WA",98831,0,"CHELAN"
"WA-W-15366","KONTOS WINE GROUP LIMITED LIABILITY COMPANY","LEEVELOOLEE CELLARS","594 PIPER AVE","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15367","MARTINEZ VINEYARD, LLC","MARTINEZ & MARTINEZ WINERY","357 PORT ST","PROSSER","WA",99350,0,"BENTON"
"WA-W-15369","WHITELATCH- HOCH, LLC","LE CHATEAU","175 E AERONCA AVE","WALLA WALLA","WA",99362,7418,"WALLA WALLA"
"WA-W-15370","SILVER OWL, LLC","SULEI CELLARS","1509 BEET RD","WALLA WALLA","WA",99362,7182,"WALLA WALLA"
"WA-W-15372","ROBERT RAMSAY CELLARS LLC","ROBERT RAMSAY CELLARS","19495 144TH AVE NE","WOODINVILLE","WA",98072,0,"KING"
"WA-W-15373","ASPENWOOD CELLARS LLC","ASPENWOOD CELLARS","19415 219TH AVE NE","WOODINVILLE","WA",98077,7137,"KING"
"WA-W-15376","COLUMBIA HILLS WINERY, LLC","JACOB WILLIAMS WINERY","3 AVERY RD","WISHRAM","WA",98673,1111,"KLICKITAT"
"WA-W-15377","TRU CELLARS, LLC","TRU CELLARS","1007 W ROSE ST","WALLA WALLA","WA",99362,1767,"WALLA WALLA"
"WA-W-15379","SAUER ENTERPRISES, INC."," ","8101 W 10TH","KENNEWICK","WA",99336,9567,"BENTON"
"WA-W-15380","WAITE FAMILY ENTERPRISES, LLC","CAVU CELLARS","602 PIPER ST","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15381","WILLIAM M. RILEY","MAURY ISLAND WINERY","6927 SW MAURY PARK RD","VASHON","WA",98070,7237,"KING"
"WA-W-15382","RMD WINES, L.L.C.","TASAWIK VINEYARDS","614 W WINE COUNTRY RD","GRANDVIEW","WA",98930,0,"YAKIMA"
"WA-W-15383","ASCENTIA WINE ESTATES, LLC","COLUMBIA WINERY","2310 HOLMASON RD","SUNNYSIDE","WA",98944,9222,"YAKIMA"
"WA-W-15385","REYNVAAN FAMILY VINEYARDS, LLC","REYNVAAN FAMILY VINEYARDS","6557 COTTONWOOD RD","WALLA WALLA","WA",99362,1583,"WALLA WALLA"
"WA-W-15386","AUCLAIR WINERY LLC","AUCLAIR WINERY","18654 142ND ST NE","WOODINVILLE","WA",98072,1111,"KING"
"WA-W-15388","CASHMERE CELLARS, LLC","CASHMERE CELLARS","3982 EELS RD","CASHMERE","WA",98815,9744,"CHELAN"
"WA-W-15390","KNIGHT HILL WINERY, LLC","Knight Hill Winery","5330 LOMBARD LOOP RD","ZILLAH","WA",98953,9732,"YAKIMA"
"WA-W-15392","ASCENTIA WINE ESTATES, LLC"," ","8111 KEENE RD","WEST RICHLAND","WA",99352,0,"BENTON"
"WA-W-15393","GRANTWOOD WINERY LLC"," ","2428 W HIGHWAY 12","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15394","FINN HILL WINERY, LLC","FINN HILL WINERY","18800 142ND AVE NE","WOODINVILLE","WA",98072,8218,"KING"
"WA-W-15396","RASA VINEYARDS, LLC"," ","1102 DELL AVE","WALLA WALLA","WA",99362,1053,"WALLA WALLA"
"WA-W-15397","CONFLUENCE VINEYARDS AND WINERY, LLC","CONFLUENCE VINEYARDS AND WINERY","19111 NW 67 AVE","RIDGEFIELD","WA",98642,9630,"CLARK"
"WA-W-15398","CHELAN WINE COMPANY, L.L.C.","VIN DU LAC","410 HIGHWAY 150","CHELAN","WA",98816,0,"CHELAN"
"WA-W-15399","II MARTEDI, INC.","II MARTEDI","11314 227TH AVE SE","MONROE","WA",98272,7758,"SNOHOMISH"
"WA-W-15400","J & S CRUSHING, LLC","THE COLUMBIA RIVER'S EDGE WINERY","22132 ROAD T 7 SW","MATTAWA","WA",99349,0,"GRANT"
"WA-W-15402","FLETCHER BAY WINERY, LLC","FLETCHER BAY WINERY","8765 BATTLE POINT DR NE","BAINBRIDGE ISLAND","WA",98110,1427,"KITSAP"
"WA-W-15403","PETE BEAUMONT"," ","8634 ROAD U NW","QUINCY","WA",98848,9630,"GRANT"
"WA-W-15404","TERRANOVA CELLARS, L.L.C.","TERRANOVA CELLARS","3471 PRANGER RD","WALLA WALLA","WA",99362,7307,"WALLA WALLA"
"WA-W-15409","DESMODUS VENA"," ","18605 136 AVE NE","WOODINVILLE","WA",98072,8708,"KING"
"WA-W-15410","VIN CO.","VIN CO","198 NICKERSON ST","SEATTLE","WA",98109,0,"KING"
"WA-W-15412","WILD ROSE VINEYARDS, LLC","WILD ROSE VINEYARDS","1722 WAPATO LAKE RD","MANSON","WA",98831,0,"CHELAN"
"WA-W-15413","COLUMBIA PLAINS HOLDINGS, INC.","EAST FORK CELLARS","30116 NE 132ND AVE","BATTLE GROUND","WA",98604,7729,"CLARK"
"WA-W-15415","FIGGINS ESTATE LLC","FIGGINS ESTATE","2900 E MELROSE ST","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15416","Robert Douglas Petersen and Lael Peterson","Douglas Wine Cellars","19501 144TH AVE NE","WOODINVILLE","WA",98072,4420,"KING"
"WA-W-15418","RIVERAERIE CELLARS, L.L.C.","THE BUNNELL FAMILY CELLAR","548 CABERNET CT","PROSSER","WA",99350,0,"BENTON"
"WA-W-15419","CASTILLO DE FELICIANA VINEYARD AND WINERY, LLC","CASTILLO DE FELICIANA VINEYARD & WINERY","1115 W ROSE ST","WALLA WALLA","WA",99362,1680,"WALLA WALLA"
"WA-W-15420","ALAN P. MOEN","SNOWGRASS WINERY","6701 ENTIAT RIVER RD","ENTIAT","WA",98822,9735,"CHELAN"
"WA-W-15421","R 2 PRODUCTIONS LLC","KERLOO CELLARS","1793 JB GEORGE RD","WALLA WALLA","WA",99362,7132,"WALLA WALLA"
"WA-W-15422","FLYING DREAMS, LLC","FLYING DREAMS WINERY","19501 144TH AVE NW","WOODINVILLE","WA",98072,0,"KING"
"WA-W-15424","B2 HOLDINGS, LLC","B2C WINE","135 WAPATO WAY","MANSON","WA",98831,0,"CHELAN"
"WA-W-15425","DENHOED WINE ESTATES, L.L.C.","DENHOED WINE ESTATES","63802 N WILGUS RD","GRANDVIEW","WA",98930,9686,"YAKIMA"
"WA-W-15427","BARILI CELLARS, LLC","BARILI CELLARS","608 W 2ND AVE","SPOKANE","WA",99201,0,"SPOKANE"
"WA-W-15428","OLALLA VALLEY VINEYARD, LLC","OLALLA VALLEY VINEYARD","13176 OLALLA VALLEY RD SE","OLALLA","WA",98359,9758,"KITSAP"
"WA-W-15429","TIETON CIDER WORKS, LLC","HARMONY CIDER","321 HUMPHREY RD","TIETON","WA",98947,0,"YAKIMA"
"WA-W-15432","JOHANNA RAUPE","GRANITE FALLS WINERY","6611 MENZEL LAKE RD","GRANITE FALLS","WA",98252,9326,"SNOHOMISH"
"WA-W-15435","DAVENPORT CELLARS LLC","DAVENPORT CELLARS","19501 144TH AVE NE","WOODINVILLE","WA",98072,6463,"KING"
"WA-W-15436","CASHMERE CORPORATION"," ","14238 WOODINVILLE-REDMOND RD NE","REDMOND","WA",98052,2008,"KING"
"WA-W-15441","ROCKWELL BROWN WINES LLC","ROCKWELL BROWN WINES","10106 422ND LN SE","NORTH BEND","WA",98045,8265,"KING"
"WA-W-15442","RINGSRUD CIDERY LLC","RINGSRUD CIDERY","277 S WARD AVE","EAST WENATCHEE","WA",98802,9379,"DOUGLAS"
"WA-W-15443","CEDAR RIVER CELLARS, LLC","CEDAR RIVER CELLARS","2525 FERNDALE AVE NE","RENTON","WA",98056,0,"KING"
"WA-W-15445","SWIFTWATER CELLARS, L.L.C.","SWIFTWATER CELLARS","1102 DELL AVE","WALLA WALLA","WA",99362,1053,"WALLA WALLA"
"WA-W-15446","FIDELITAS WINES, LLC","FIDELITAS WINES","63615 E JACOBS RD","BENTON CITY","WA",99320,0,"BENTON"
"WA-W-15447","ASCENTIA WINE ESTATES, LLC","COLUMBIA WINERY","14030 NE 145TH ST","WOODINVILLE","WA",98072,6994,"KING"
"WA-W-15448","ETCHINGS WALLA WALLA, LLC","TWENTY TWO CELLARS","54 W REES AVE","WALLA WALLA","WA",99362,1155,"WALLA WALLA"
"WA-W-15450","BUNCHGRASS WINERY, LLC","BUNCHGRASS WINERY","151 BUNCHGRASS LN","WALLA WALLA","WA",99362,9588,"WALLA WALLA"
"WA-W-15451","TOWNSHEND CELLAR, INC.","TOWNSHEND CELLAR","502 E VINEYARD DR","PASCO","WA",99301,9667,"FRANKLIN"
"WA-W-15453","VITIS CELLARS CORPORATION","TEFFT CELLARS","1320 INDEPENDENCE RD","OUTLOOK","WA",98938,9771,"YAKIMA"
"WA-W-15454","NORTHWEST CELLARS, LLC","NORTHWEST CELLARS","11909 124TH AVE NE","KIRKLAND","WA",98034,8112,"KING"
"WA-W-15456","MCKNIGHT SIEVERS, LLC","EL CORAZON WINERY","37 S PALOUSE ST","WALLA WALLA","WA",99362,1925,"WALLA WALLA"
"WA-W-15457","ROD AND DONA AHRENS","TWIN CEDARS WINERY","26504 SE 146TH ST","ISSAQUAH","WA",98027,8352,"KING"
"WA-W-15458","EVENING AIRS, LLC","ELEVATION CELLARS","19495 144TH AVE NE","WOODINVILLE","WA",98072,0,"KING"
"WA-W-15459","GLENCORRIE LLC","GLENCORRIE","525 E CESSNA AVE","WALLA WALLA","WA",99362,7412,"WALLA WALLA"
"WA-W-15460","SILVARA CELLARS LLC","SILVARA CELLARS","77 STAGE RD","LEAVENWORTH","WA",98826,9049,"CHELAN"
"WA-W-15461","ROBERT AIKINS HEYMANN AND FLOSSIE ANN HEYMANN","HEYMANN WHINERY ETC.","214 N TOWER AVE","CENTRALIA","WA",98531,4328,"LEWIS"
"WA-W-15462","TERESA C. PAUL","PATRICK M. PAUL VINEYARDS","1554 SCHOOL AVE","WALLA WALLA","WA",99362,9349,"WALLA WALLA"
"WA-W-15463","FLERCHINGER CELLARS LLC","FLERCHINGER CELLARS","7215 BYERS RD","PASCO","WA",99301,9269,"FRANKLIN"
"WA-W-15466","ROCKRIDGE ENTERPRISES, L.L.C."," ","41127 212TH AVE SE","ENUMCLAW","WA",98022,9178,"KING"
"WA-W-15468","TWO BROTHERS WINERY, LLC","TWO BROTHERS WINERY","3902 CALIFORNIA AVE SW","SEATTLE","WA",98116,3706,"KING"
"WA-W-15469","R & M HOLDINGS SPOKANE, LLC","SUMMIT WINE COMPANY","1102 DELL AVE","WALLA WALLA","WA",99362,1053,"WALLA WALLA"
"WA-W-15473","GLENCORRIE, LLC","GLENCORRIE","8052 W HIGHWAY 12","WALLA WALLA","WA",99362,6203,"WALLA WALLA"
"WA-W-15474","MARC ROLAND","ROLAND WINES","2556 CASCADE WAY","LONGVIEW","WA",98632,4514,"COWLITZ"
"WA-W-15475","THOMAS STANGELAND","CLOUDLIFT CELLARS","312 S LUCILE ST","SEATTLE","WA",98108,2434,"KING"
"WA-W-15476","ALTA CELLARS LLC","ALTA CELLARS WINERY","19501 144TH AVE S","WOODINVILLE","WA",98072,0,"KING"
"WA-W-15478","ROS WINE COMPANY, LLC","ROS WINE COMPANY","614 W WINE COUNTRY RD","GRANDVIEW","WA",98930,0,"YAKIMA"
"WA-W-15480","THE WINEMAKER'S LOFT, INC","THE WINEMAKER'S LOFT","3617 PLAZA WAY","KENNEWICK","WA",99337,2717,"BENTON"
"WA-W-15482","RACHAEL HORN & TODD MERA","ANICHE CELLARS","71 LITTLE BUCK CREEK RD","UNDERWOOD","WA",98651,9212,"SKAMANIA"
"WA-W-15483","ANTOLIN CELLARS LLC","ANTOLIN CELLARS","10 N 6TH AVE","YAKIMA","WA",98902,2646,"YAKIMA"
"WA-W-15484","ESTRIN ESTATES CELLARS LLC","ESTRIN ESTATES CELLARS","830 BIG TREE DR NW","ISSAQUAH","WA",98027,5615,"KING"
"WA-W-15485","TENOR WINES, LLC","MATHEWS ESTATE","19495 144TH AVE NE","WOODINVILLE","WA",98072,4428,"KING"
"WA-W-15486","FRENCHMAN HILLS WINERY LLC","FRENCHMAN HILLS WINERY","4591 SW ROAD 13.6","ROYAL CITY","WA",99357,0,"GRANT"
"WA-W-15487","PLUMB CELLARS"," ","2301 RUSSELL CREEK RD","WALLA WALLA","WA",99362,0,"WALLA WALLA"
"WA-W-15488","WILLIAM R. JENKIN","PROSSER VINEYARD AND WINERY","131604 W SHELBY RD","PROSSER","WA",99350,9505,"BENTON"
"WA-W-15489","VILLA DI MELLISONI VINEYARDS, LLC","MELLISONI VINEYARDS","3155 HWY 97A","CHELAN","WA",98816,0,"CHELAN"
"WA-W-15490","CHOWANIETZ & KYLE INC.","THIRSTY PAGANS WINE CO.","1111 BLALOCK DR","WALLA WALLA","WA",99362,9186,"WALLA WALLA"
"WA-W-15491","BROOKSIDE CRANBERRY VINTNERS LLC","BOTTOMS UP VINTNERS","2858 SOUTH FORREST","WESTPORT","WA",98595,0,"GRAYS HARBOR"
"WA-W-15493","MOSQUITO FLEET WINERY LLC","MOSQUITO FLEET WINERY","NE 21 OLLD BELFAIR HWY","BELFAIR","WA",98528,0,"MASON"
"WA-W-15494","RED MOUNTAIN CELLARS LLC","VITAROSSA","3471 PRANGER RD","WALLA WALLA","WA",99362,7307,"WALLA WALLA"
"WA-W-15495","DENNIS H. AND NANCY L. PARR","CAMAS COVE CELLARS","911 CAMAS PL S","MOSES LAKE","WA",98837,1111,"GRANT"
"WA-W-15496","BENBOW ESTATES, LLC","BENBOW ESTATES","158422 W SONOVA RD","PROSSER","WA",99350,0,"BENTON"
"WA-W-15497","SCHAFER WINERY, LLC","A' MAURICE CELLARS","1102 DELL AVE","WALLA WALLA","WA",99362,1053,"WALLA WALLA"
"WA-W-15498","MARCUS SOPHIA WINERY LLC","MARCUS SOPHIA WINERY","21825 161ST AVE E","GRAHAM","WA",98338,8505,"PIERCE"
"WA-W-15500","B.F.E. ESTATES, LLC","B.F.E. ESTATES","711 NE 117 TH ST","VANCOUVER","WA",98685,3941,"CLARK"
"WA-W-15501","SHELLBACK, LLC","EIGHT BELLS WINERY","6213-B ROOSEVELT WAY NE","SEATTLE","WA",98115,5448,"KING"
"WA-W-15502","CRAYELLE WINE CELLARS, LLC","CRAYELLE WINE CELLARS","9224 ROAD S NORTHWEST","QUINCY","WA",98848,0,"GRANT"
"WA-W-15503","BARTHOLOMEW WINERY, INC."," ","614 W WINE COUNTRY RD","GRANDVIEW","WA",98930,1034,"YAKIMA"
"WA-W-15504","BATEAUX, LLC","BATEAUX","288 SMOKEY VALLEY RD","TOLEDO","WA",98591,0,"LEWIS"
"WA-W-15506","SOUTHARD WINERY, LLC","SOUTHARD WINERY","670 TIBBLING RD","SELAH","WA",98942,9255,"YAKIMA"
